name,TotalRunTime,average_net_length,clb_blocks,io_blocks,packing_time,placement_time,routing_time,total_logic_block_area,total_routing_area,total_routing_time,total_wire_length
00_and_gate_MIN_ROUTE_CHAN_WIDTH,2,4.33333,1,3,0.00,0.00,0.01,53894,14015.1,0.01,13
